id,nummer_alt,nummer_neu,aufstellungsort,brunnenart,bauart,epsg31255_x,epsg31255_y,lon,lat,in_betrieb,trinkwasser,wasseranalyse,steuerung,elektrik,pumpe,beleuchtung,wassermenge_sammelbecken,lage_brunnentechnik,lage_wasserzaehler,wasserzaehler_epsg31255_x,wasserzaehler_epsg31255_y,wasserzaehler_lon,wasserzaehler_lat,lage_e_schaltschrank,lage_stromzaehler,bemerkung,betriebszeit,frostschutz_wasserzaehler_ausgebaut
brunnen_tb05,B43,TB05,Spielplatz Ing. Sternstr.,Trinkbrunnen,Ziehbrunnen,72900.57,351540.014,14.31509749,48.29792471,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht bei Brunnen,Schacht bei Brunnen,72898.334,351540.396,14.31506742,48.29792841,keine,keine,Auf System Druckminderer umgebaut 09.2007,keine Angabe,Ja
brunnen_tb06,B44,TB06,Spielplatz Cremeristr.,Trinkbrunnen,Ziehbrunnen,72813.623,351446.793,14.31390978,48.29709646,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht bei Brunnen,Schacht ca. 30 m östlich vom Brunnen,72826.81,351419.62,14.31408282,48.29685062,keine,keine,Auf System Druckminderer umgebaut 09.2008,keine Angabe,Ja
brunnen_tb07,B45,TB07,Eurpaspielplatz neben Europaschule,Trinkbrunnen,Ziehbrunnen,71618.604,352811.363,14.29803642,48.30950219,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht ca. 10 m südlich vom Brunnen,71626.9,352805.14,14.29814719,48.30944530,keine,keine,Auf System Druckminderer umgebaut 04.2011,keine Angabe,Ja
brunnen_tb08,B46,TB08,Spielplatz Pollheimerstr,Trinkbrunnen,Ziehbrunnen,70314.974,349236.591,14.27987196,48.27750398,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht ca. 30 m südlich vom Brunnen,70324.213,349222.415,14.27999407,48.27737549,keine,keine,Auf System Druckminderer umgebaut 05.2008,keine Angabe,Ja
brunnen_tb09,B47,TB09,Spielplatz Panuliwiese,Trinkbrunnen,Ziehbrunnen,72100.452,349838.92,14.30402593,48.28272010,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht bei Parkaus- gang Wankelmüller- hofstr. neben Zebrastr.,72012.536,349934.25,14.30285770,48.28358725,keine,keine,Auf System Druckminderer umgebaut 09.2008,keine Angabe,
brunnen_tb10,B48,TB10,Spielplatz Glimpfingerstr. 94,Trinkbrunnen,Ziehbrunnen,71667.321,348614.401,14.29798404,48.27175840,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht neben Brunnen noch kein Zähler eingebaut,71664.301,348610.339,14.29794267,48.27172221,keine,keine,Auf System Druckminderer umgebaut 09.2007,keine Angabe,
brunnen_tb11,B49,TB11,Spielplatz Minnesängerplatz 14,Trinkbrunnen,Ziehbrunnen,70062.939,350514.934,14.27668788,48.28902651,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht bei Parkein gang Minnesängerplatz 14,70059.849,350490.606,14.27664223,48.28880809,keine,keine,Auf System Druckminderer umgebaut 05.2008,keine Angabe,Ja
brunnen_tb12,B50,TB12,Bauernberg Untere Schüssel Spielplatz,Trinkbrunnen,Ziehbrunnen,,,,,false,true,false,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,,,,,,keine,keine,Auf System Druckminderer umgebaut 09.2007,BRUNNEN SOMMER 2012 von SGL abgebaut,
brunnen_tb13,B51,TB13,Spielplatz Limonigasse bei Strm. West,Trinkbrunnen,Ziehbrunnen,70412.684,351563.822,14.28157440,48.29841931,true,true,true,Hydraulik Druckminderer,nein,keine,keine,keine,Schacht neben Brunnen W-Absperrung vermutlich in Strm.,vermutlich mit Strm. mitgezählt,,,,,keine,keine,Auf System Druckminderer umgebaut 09.2008,keine Angabe,
brunnen_tb14,B52,TB14,Spielplatz Laskahof neben Dauphinestr. 199,Trinkbrunnen,Ziehbrunnen,70789.771,346610.273,14.28583019,48.25383576,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht neben Parkein- gang Dauphinestr.,70798.852,346598.762,14.28595054,48.25373124,keine,keine,Auf System Druckminderer umgebaut 09.2007,keine Angabe,
brunnen_tb15,B53,TB15,Spielplatz Hainbuchenweg Westliches Parkende,Trinkbrunnen,Ziehbrunnen,70568.044,345756.607,14.28270305,48.24618429,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht bei östlichem Parkeingang ca. 150 m östlich,70640.084,345835.015,14.28368591,48.24688134,keine,keine,Auf System Druckminderer umgebaut 09.2008,keine Angabe,
brunnen_tb16,B54,TB16,Spielplatz Karl Steiger Str. bei Karl Steiger Str. 42,Trinkbrunnen,Ziehbrunnen,72533.781,346317.905,14.30926247,48.25101048,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht ca. 5 m süd- westlich vom Brunnen,72530.912,346316.087,14.30922353,48.25099446,keine,keine,Auf System Druckminderer umgebaut 09.2007,keine Angabe,
brunnen_tb17,B55,TB17,Park Dauphinestr Kleinmünchen bei Dauphinestr. 24,Trinkbrunnen,Ziehbrunnen,73328.044,346423.658,14.31997441,48.25187038,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht ca. 100 m südlich vom Brunnen,73326.037,346376.06,14.31993918,48.25144262,keine,keine,Auf System Druckminderer umgebaut 09.2007,keine Angabe,
brunnen_tb18,B56,TB18,Spielplatz Straßlandweg nach Straßlandweg 16,Trinkbrunnen,Ziehbrunnen,72876.012,346984.247,14.31398441,48.25696302,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht neben Brunnen,72874.761,346984.096,14.31396754,48.25696181,keine,keine,Auf System Druckminderer umgebaut 09.2007,keine Angabe,
brunnen_tb19,B57,TB19,Spielplatz Ecke Denkstr. Schickmayrstr.,Trinkbrunnen,Ziehbrunnen,72839.337,346680.706,14.31343855,48.25423783,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht neben Brunnen,72837.204,346678.7,14.31340949,48.25422004,keine,keine,Auf System Druckminderer umgebaut 09.2007,keine Angabe,
brunnen_tb20,B58,TB20,Park Ziegeleistr. Spielplatz,Trinkbrunnen,Ziehbrunnen,70610.574,350606.264,14.28408181,48.28978714,true,true,true,Hydraulik Druckminderer,nein,keine,keine,keine,Schacht neben Brunnen,Schacht am Gehweg Ziegeleistr. Gegenüber vom Brunnen vermutlich öffentl. WC- Anlage mitgezählt,70620.322,350639.624,14.28421870,48.29008603,keine,keine,Auf System Druckminderer umgebaut 09.2008,keine Angabe,
brunnen_tb21,B59,TB21,Spielplatz Knollgutstr. bei Knollgutstr.26 (Pichling),Trinkbrunnen,Ziehbrunnen,76854.589,346482.738,14.36746557,48.25198552,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht neben Brunnen,76853.234,346482.649,14.36744731,48.25198489,keine,keine,Auf System Druckminderer umgebaut 09.2007,keine Angabe,Ja
brunnen_tb22,B60,TB22,Schiltenberg (am Waldrand) ca 100 m oberhalb KG Hofmannsthalweg,Trinkbrunnen,Ziehbrunnen,74972.802,345376.327,14.34193445,48.24226141,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen,Schacht rechts neben Gehsteig in der Wiese und Zaun zu KG gegenüber Hofmannsthalweg 7,74804.912,345335.225,14.33966720,48.24191158,keine,keine,Auf System Druckminderer umgebaut 05.2008,keine Angabe,
brunnen_tb23,B61,TB23,Spielplatz Afritschweg,Trinkbrunnen,Ziehbrunnen,74439.988,344922.611,14.33468267,48.23824421,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht neben Brunnen und Schacht neben Gehsteig und Schacht am Gelände des Kinderbades vor den Duschen,Wandkasten am Gelände des Kinderbades Grundgrenze zum Gelände des Trinkbrunnens,,,,,keine,keine,Achtung Entleerung im Schacht neben Gehsteig (Kanalschacht) Auf System Druckminderer umgebaut 05.2008,keine Angabe,
brunnen_tb24,B62,TB24,Spielplatz Schulertal bei GtA Ritzbergerstr.,Trinkbrunnen,Ziehbrunnen,69892.924,351888.832,14.27462353,48.30139913,true,true,true,Magnetventil,ja,keine,keine,keine,Schacht bei Brunnen W-Absperrung GtA Ritzbergerstr.,kein eigener Zähler - mit GtA Ritzbergerstr. gez.,,,,,Schacht bei Brunnen und GtA Ritzbergerstr.,kein eigener Zähler - mit GtA Ritzbergerstr. gez.,,keine Angabe,
brunnen_tb25,B63,TB25,Spielplatz Neufahrergasse,Trinkbrunnen,Ziehbrunnen,71175.58,356714.442,14.29272100,48.34464758,true,true,true,Hydraulik Druckminderer,ja,keine,keine,keine,Schacht ca. 10 m östlich vom Brunnen,Schacht bei Ballspielplatz,71222.074,356711.12,14.29334757,48.34461249,keine,keine,Auf System Druckminderer umgebaut 04.2011,keine Angabe,
brunnen_tb26,B64,TB26,Spielplatz Prunerstift hinter Musikschule,Trinkbrunnen,Ziehbrunnen,71195.54,352589.653,14.29229663,48.30755617,true,true,true,Hydraulik Druckminderer,keine,keine,keine,keine,Schacht ca. 10 m nördlich vom Brunnen,unbekannt,,,,,keine,keine,Auf System Druckminderer umgebaut 04.2011,keine Angabe,
