id,quell_id,name,katastralgemeinde,beschreibung,detail_url,benannt_nach,person_wikidata_id,weitere_person_wikidata_ids,person_wikidata_url,person_name,person_geschlecht,person_beruf,person_geburtsdatum,person_sterbedatum,heutiger_strassenname,benennung_code,jahr_benennung,jahr_loeschung
strasse_historisch_2997,2997,Todtstraße,Waldegg,"Von 1941 bis 1945 Dr.-Todt-Straße nach dem deutschen Reichsminister für Bewaffnung und Munition Fritz Todt (1891-1942), heute Hanuschstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=2997&hist=historisch,,,,,,,,,,Hanuschstraße,M,1941,1945
strasse_historisch_3000,3000,Totengang,Urfahr,"Vor 1875 Totengang wegen des benachbarten Friedhofs, heute Schulstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3000&hist=historisch,,,,,,,,,,Schulstraße,X,,1875
strasse_historisch_3006,3006,Treintstraße,Waldegg,"Von 1940 bis 1945 nach Karl Treint, der beim nationalsozialistischen Juliputsch 1934 erschossen wurde, heute Pechrerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3006&hist=historisch,,,,,,,,,,Pechrerstraße,M,1940,1945
strasse_historisch_3394,3394,Turnergasse,Urfahr,"Von 1892 bis 1902, heute Jahnstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3394&hist=historisch,,,,,,,,,,,X,1892,1902
strasse_historisch_3012,3012,Udetstraße,Urfahr,"Von 1942 bis 1945 nach dem General der Flieger Ernst Udet (1896-1941), heute Strabergerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3012&hist=historisch,Ernst Udet,Q57179,,https://www.wikidata.org/wiki/Q57179,Ernst Udet,male,aircraft pilot,1896-04-26,1941-11-17,Strabergerstraße,M,1941,1945
strasse_historisch_3016,3016,Uhrartingerstraße,Waldegg,"Von 1940 bis 1945 nach dem beim nationalsozialistischen Juliputsch 1934 erschossenen Karl Uhratinger, heute Thürheimerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3016&hist=historisch,Karl Uhratinger,,,,,,,,,Thürheimerstraße,M,1940,1945
strasse_historisch_3017,3017,Umschlagplatz,Linz,Von der Nibelungenbrücke am rechten Donauufer stromabwärts (heute Donaupark). Benannt 1895 nach dem Donauumschlagplatz. Aufgelassen 1957 und in die Untere Donaulände einbezogen.,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3017&hist=historisch,,,,,,,,,,Untere Donaulände,X,1895,1957
strasse_historisch_3020,3020,Unter dem Schmidtor,Linz,Vor 1864 Bezeichnung für die heutige Annagasse,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3020&hist=historisch,,,,,,,,,,Annagasse,X,,1964
strasse_historisch_3019,3019,Unter der Eisenkammer,Linz,Vor 1869 Bezeichnung für die heutige Rechte Donaustraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3019&hist=historisch,,,,,,,,,,Rechte Donaustraße,,,1869
strasse_historisch_3021,3021,Unterbergerstraße,Waldegg,"Von 1940 bis 1945 nach Franz Unterberger (1907-1934), beteiligt am nationalsozialistischen Juliputsch 1934, heute Losensteinerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3021&hist=historisch,Franz Unterberger,,,,,,,,,Losensteinerstraße,M,1940,1945
strasse_historisch_3022,3022,Untere Badgasse,Linz,"Bis 1869 nach der bereits 1332 erwähnten Padstuben an der Froschau, heute Adlergasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3022&hist=historisch,,,,,,,,,,Adlergasse,X,1332,1869
strasse_historisch_3024,3024,Untere Ortsgasse,Urfahr,Vor 1875 Bezeichnung für die heutige Kirchengasse,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3024&hist=historisch,,,,,,,,,,Kirchengasse,X,,1875
strasse_historisch_3025,3025,Untere Pfarrgasse,Linz,"Von etwa 1500 bis 1710 Bezeichnung für die heutige Rathausgasse, um 1710 Schergengasse, dann wieder Untere Pfarrgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3025&hist=historisch,,,,,,,,,,Rathausgasse,,ca. 1500,1710
strasse_historisch_3026,3026,Unterer Graben,Linz,"Bis 1869 nach dem hier ehemals verlaufenden Stadtgraben, heute Graben",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3026&hist=historisch,,,,,,,,,,Graben,X,,1869
strasse_historisch_3027,3027,Unteres Ort,Urfahr,"Platz zwischen Ottensheimer Straße und Oberer Donaustraße. Im 16. Jhd. Am Fleck und Unteres Ort, bis zur Umgestaltung des Urfahrer Brückenkopfes 1940 Marktplatz Urfahr, vielfach als Platzl bezeichnet.",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3027&hist=historisch,,,,,,,,,,Ottensheimer Straße and Oberer Donaustraße,X,16. Jhdt.,1940
strasse_historisch_3028,3028,Untum,Urfahr,"Vor 1875 Bezeichnung für die heutige Fischergasse, Herkunft des Namens ungeklärt",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3028&hist=historisch,,,,,,,,,,Fischergasse,X,,1875
strasse_historisch_3031,3031,Urfahrer Friedhofstraße,Urfahr,Von 1921 bis 1990 Bezeichnung für die heutige Friedrichstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3031&hist=historisch,,,,,,,,,,Friedrichstraße,X,1921,1990
strasse_historisch_3033,3033,Urfahrgasse,Urfahr,Von etwa 1586 bis 1875 Bezeichnung für die heutige Hauptstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3033&hist=historisch,,,,,,,,,,Hauptstraße,X,1586,1875
strasse_historisch_3040,3040,Versorgungshausstraße,Waldegg,"Von 1913 bis 1953 nach dem dort befindlichen Versorgungshaus, heute Wankmüllerhofstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3040&hist=historisch,,,,,,,,,,Wankmüllerhofstraße,X,1913,1953
strasse_historisch_3044,3044,Viktor-Adler-Straße,Lustenau,"Von 1931 bis 1934 Dr.-Viktor-Adler-Straße nach dem Mitbegründer der Sozialdemokratischen Partei Österreichs Viktor Adler (1852-1918), heute Stieglbauernstraße (siehe auch aktuelle Straßennamen)",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3044&hist=historisch,Viktor Adler,Q366845,,https://www.wikidata.org/wiki/Q366845,Victor Adler,male,politician,1852-06-24,1918-11-11,Stieglbauernstraße,M,1931,1934
strasse_historisch_3045,3045,Vischerweg,Urfahr,"Von 1945 bis 1958 nach dem oberösterreichischen Topographen Georg Matthäus Vischer (1628-1696), heute Kubinweg",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3045&hist=historisch,Georg Matthäus Vischer,Q86223,,https://www.wikidata.org/wiki/Q86223,Georg Matthäus Vischer,male,cartographer,1628-04-22,1696-12-13,Kubinweg,M,1945,1958
strasse_historisch_3393,3393,"Vorstadt, Innere, Mittlere, Äußere",Linz,siehe aktueller Straßenname Landstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3393&hist=historisch,,,,,,,,,,,X,1730,
strasse_historisch_3055,3055,Waaggasse,Linz,"Um 1800 nach der Stadtwaage (Altstadt 12), heute Tummelplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3055&hist=historisch,,,,,,,,,,Tummelplatz,X,um 1800,
strasse_historisch_3073,3073,Wassertorgasse,Linz,"Um 1800 Obere Wassertorgasse, Bezeichnung für das Gassl beim Roten Krebsen, heute Hofberg",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3073&hist=historisch,,,,,,,,,,Hofberg,X,um 1800,
strasse_historisch_3078,3078,Weg zu den Felbern,Urfahr,"Ursprüngliche Bezeichnung für die heutige Kirchengasse, Felbern = Weidenbäume",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3078&hist=historisch,,,,,,,,,,Kirchengasse,X,,
strasse_historisch_3079,3079,Weidenweg,Urfahr,Ursprünglich vor dem Objekt Freistädter Straße 176 etwa in südöstlicher Richtung zur Donau verlaufend. Benannt 1958 nach der einheimischen Baumart. Aufgelassen 1973.,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3079&hist=historisch,,,,,,,,,,,X,1958,1973
strasse_historisch_3080,3080,Weigersdorferstraße,Waldegg,"Von 1940 bis 1945 nach Karl Weigersdorfer, der beim nationalsozialistischen Juliputsch 1934 ums Leben kam, heute Scherfenbergstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3080&hist=historisch,Karl Weigersdorfer,,,,,,,,,Scherfenbergstraße,M,1940,1945
strasse_historisch_3081,3081,Weigunyplatz,Urfahr,"Von 1921 bis 1934 nach dem sozialdemokratischen Gemeinderat und Reichsratsabgeordneten Anton Weiguny (1851-1914), heute Bernaschekplatz",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3081&hist=historisch,Anton Weiguny,Q21404581,,https://www.wikidata.org/wiki/Q21404581,Anton Weiguny,male,politician,1851-03-29,1914-12-14,Bernaschekplatz,M,1921,1934
strasse_historisch_3085,3085,Weingarten,Linz,"Bis 1869 Bezeichnung für das Straßenstück zwischen Klammstraße und Hopfengasse, heute Kapuzinerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3085&hist=historisch,,,,,,,,,,Kapuzinerstraße,X,,1869
strasse_historisch_3090,3090,Weiße Bockwirtsgasse,Linz und Waldegg,"Vor 1869 nach dem gleichnamigen Gasthaus, heute Bockgasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3090&hist=historisch,,,,,,,,,,Bockgasse,X,,1869
strasse_historisch_3094,3094,Welser Reichsstraße,Kleinmünchen,Vor 1929 Bezeichnung für die heutige Salzburger Straße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3094&hist=historisch,,,,,,,,,,Salzburger Straße,X,,1929
strasse_historisch_3092,3092,Welsergäßchen,Linz,"Vom 15. Jahrhundert an bis etwa 1869 Bezeichnung für den Teil vom Graben bis zum Haus Museumstraße 11, heute Museumstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3092&hist=historisch,,,,,,,,,,Museumstraße,X,15. Jhdt.,1869
strasse_historisch_3093,3093,Welsergasse,Linz,Von 1644 bis 1710 Bezeichnung für die heutige Herrenstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3093&hist=historisch,,,,,,,,,,Herrenstraße,X,1644,1710
strasse_historisch_3100,3100,Weyerhofgasse,Linz,Bis 1869 Bezeichnung für die heutige Hirschgasse,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3100&hist=historisch,,,,,,,,,,Hirschgasse,X,,1869
strasse_historisch_3428,3428,Wiener Reichsstraße,Lustenau und Waldegg,Bis 1968 Bezeichnung für die heutige Wiener Straße.,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3428&hist=historisch,,,,,,,,,,Wiener Straße,X,,1968
strasse_historisch_3104,3104,Wilhelm-Weitling-Straße,Waldegg,"Von 1932 bis 1934 nach dem sozialistischen Schriftsteller Wilhelm Weitling (1808-1871), heute Krackowizerstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3104&hist=historisch,Wilhelm Weitling,Q215808,,https://www.wikidata.org/wiki/Q215808,Wilhelm Weitling,male,opinion journalist,1808-10-05,1871-01-25,Krackowizerstraße,M,1932,1934
strasse_historisch_3110,3110,Windischstraße,Urahr,"Benannt 1942 nach dem Ritterkreuzträger des Zweiten Weltkrieges Oberst Alois Windisch, heute Vittorellistraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3110&hist=historisch,Alois Windisch,Q88597,,https://www.wikidata.org/wiki/Q88597,Alois Windisch,male,military officer,1892-02-03,1958-12-28,Vittorellistraße,M,1942,
strasse_historisch_3112,3112,Wirtschaftshofstraße,Lustenau,Von 1921 bis 1955 Bezeichnung für die heutige Petzoldstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3112&hist=historisch,,,,,,,,,,Petzoldstraße,X,1921,1955
strasse_historisch_3115,3115,Wohlrabstraße,Lustenau,"Von 1940 bis 1945 nach dem Polizeiwachmann Erich Wohlrab (1908-1934), der am nationalsozialistischen Juliputsch 1934 beteiligt war, heute Cremeristraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3115&hist=historisch,Erich Wohlrab,,,,,,,,,Cremeristraße,M,1940,1940
strasse_historisch_3125,3125,Wurmgasse,Linz,Um 1800 Bezeichnung für die heutige Stifterstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3125&hist=historisch,,,,,,,,,,Stifterstraße,X,1800,
strasse_historisch_3126,3126,Wurmigstraße,Lustenau,"Von 1940 bis 1945 nach Friedrich Wurmig (1908-1934), der am nationalsozialistischen Juliputsch 1934 beteiligt war, heute Bleibtreustraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3126&hist=historisch,Friedrich Wurmig,,,,,,,,,Bleibtreustraße,M,1940,1945
strasse_historisch_3131,3131,Zaunermühlstraße,Kleinmünchen,"Von 1952 bis 1955 nach der ehemaligen Zaunermühle, heute Bäckermühlweg",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3131&hist=historisch,,,,,,,,,,Bäckermühlweg,X,1952,1955
strasse_historisch_3146,3146,Ziegelstadelstraße,Linz,Um 1815 Bezeichnung für einen Teil der heutigen Donatusgasse und des Schulertals,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3146&hist=historisch,,,,,,,,,,Donatusgasse,X,um 1815,
strasse_historisch_3149,3149,Zimmerplätze,Linz,Von 1800 bis 1825 Bezeichnung für die heutige Zollamtstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3149&hist=historisch,,,,,,,,,,Zollamtstraße,X,1800,1825
strasse_historisch_3151,3151,Zizlauer Straße,St. Peter,Bestand von 1929 bis 1938,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3151&hist=historisch,,,,,,,,,,,X,1929,1938
strasse_historisch_3152,3152,Zöhrdorfer Straße,Kleinmünchen,"Vor 1954 inoffizielle Bezeichnung nach dem gleichnamigen Bauernhof, heute Neubauzeile",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3152&hist=historisch,,,,,,,,,,Neubauzeile,X,,1954
strasse_historisch_3156,3156,Zolneygaßl,Urfahr,"Vor 1875 nach dem Baumeister Alexander Zolney, der den Ausbau der Straße 1862 begonnen hatte, heute Kapellenstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3156&hist=historisch,Alexander Zolney,,,,,,,,,Kapellenstraße,M,1862,1875
strasse_historisch_3153,3153,Zössergäßl,Urfahr,"Von 1672 bis 1857 nach einem abgekommenen Hausnamen (auch Zölzergasse), heute Rosenstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3153&hist=historisch,,,,,,,,,,Rosenstraße,X,1672,1857
strasse_historisch_3158,3158,Zum Bergschlößl,Linz,Bis 1869 Bezeichnung für die heutige Bergschlößlgasse,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3158&hist=historisch,,,,,,,,,,Bergschlößlgasse,X,,1869
strasse_historisch_3159,3159,Zum Großen Christoph,Linz,"Jener Teil der heutigen Adlergasse, der zwischen Neutorgasse und dem Ende der Sackgasse liegt, hieß um 1800 Zum Großen Christoph, heute Adlergasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3159&hist=historisch,,,,,,,,,,Adlergasse,,um 1800,
strasse_historisch_3160,3160,Zum Kroatendorfl,Linz,"Vor 1893 Bezeichnung für die heutige Karl-Wiser-Straße, siehe auch aktueller Straßenname Kroatengasse",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3160&hist=historisch,,,,,,,,,,Karl-Wiser-Straße,X,,1893
strasse_historisch_3161,3161,Zwerchgasse,Linz,"Von 1673 bis 1761 Bezeichnung für die kurze Sackgasse vom Graben aus (zwerch bedeutet quer), heute Marienstraße",https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3161&hist=historisch,,,,,,,,,,Marienstraße,X,1973,1761
strasse_historisch_3392,3392,Zwergfeldgasse,Linz und Lustenau,1730 für den Teil der Hafnerstraße bis zur Stifterstraße,https://stadtgeschichte.linz.at/strassennamen/default.asp?action=strassendetail&ID=3392&hist=historisch,,,,,,,,,,Hafnerstraße,X,1903,
